"","Age","Risk.factor","Sex","variable","value"
"16341",30,"Smoking","Male","Alzheimers",1
"16342",35,"Smoking","Male","Alzheimers",1
"16343",40,"Smoking","Male","Alzheimers",1
"16344",45,"Smoking","Male","Alzheimers",1
"16345",50,"Smoking","Male","Alzheimers",1
"16346",55,"Smoking","Male","Alzheimers",1
"16347",60,"Smoking","Male","Alzheimers",1
"16348",65,"Smoking","Male","Alzheimers",1
"16349",70,"Smoking","Male","Alzheimers",1
"16350",75,"Smoking","Male","Alzheimers",1
"16351",80,"Smoking","Male","Alzheimers",1
"16352",85,"Smoking","Male","Alzheimers",1
"16353",0,"Smoking","Male","Assault",1
"16354",15,"Smoking","Male","Assault",1
"16355",20,"Smoking","Male","Assault",1
"16356",25,"Smoking","Male","Assault",1
"16357",30,"Smoking","Male","Assault",1
"16358",35,"Smoking","Male","Assault",1
"16359",40,"Smoking","Male","Assault",1
"16360",45,"Smoking","Male","Assault",1
"16361",50,"Smoking","Male","Assault",1
"16362",55,"Smoking","Male","Assault",1
"16363",60,"Smoking","Male","Assault",1
"16364",65,"Smoking","Male","Assault",1
"16365",70,"Smoking","Male","Assault",1
"16366",75,"Smoking","Male","Assault",1
"16367",80,"Smoking","Male","Assault",1
"16368",85,"Smoking","Male","Assault",1
"16369",0,"Smoking","Male","BreastCancer",2.7
"16370",15,"Smoking","Male","BreastCancer",2.7
"16371",20,"Smoking","Male","BreastCancer",2.7
"16372",25,"Smoking","Male","BreastCancer",2.7
"16373",30,"Smoking","Male","BreastCancer",2.7
"16374",35,"Smoking","Male","BreastCancer",2.7
"16375",40,"Smoking","Male","BreastCancer",2.7
"16376",45,"Smoking","Male","BreastCancer",2.7
"16377",50,"Smoking","Male","BreastCancer",2.7
"16378",55,"Smoking","Male","BreastCancer",2.7
"16379",60,"Smoking","Male","BreastCancer",2.7
"16380",65,"Smoking","Male","BreastCancer",2.7
"16381",70,"Smoking","Male","BreastCancer",2.7
"16382",75,"Smoking","Male","BreastCancer",2.7
"16383",80,"Smoking","Male","BreastCancer",2.7
"16384",85,"Smoking","Male","BreastCancer",2.7
"16385",0,"Smoking","Male","CerebrovascularDisease",2.58
"16386",15,"Smoking","Male","CerebrovascularDisease",2.58
"16387",20,"Smoking","Male","CerebrovascularDisease",2.58
"16388",25,"Smoking","Male","CerebrovascularDisease",2.58
"16389",30,"Smoking","Male","CerebrovascularDisease",2.58
"16390",35,"Smoking","Male","CerebrovascularDisease",2.58
"16391",40,"Smoking","Male","CerebrovascularDisease",2.58
"16392",45,"Smoking","Male","CerebrovascularDisease",2.58
"16393",50,"Smoking","Male","CerebrovascularDisease",2.58
"16394",55,"Smoking","Male","CerebrovascularDisease",2.58
"16395",60,"Smoking","Male","CerebrovascularDisease",2.58
"16396",65,"Smoking","Male","CerebrovascularDisease",2.58
"16397",70,"Smoking","Male","CerebrovascularDisease",2.58
"16398",75,"Smoking","Male","CerebrovascularDisease",2.58
"16399",80,"Smoking","Male","CerebrovascularDisease",2.58
"16400",85,"Smoking","Male","CerebrovascularDisease",2.58
"16401",0,"Smoking","Male","CervicalCancer",1
"16402",15,"Smoking","Male","CervicalCancer",1
"16403",20,"Smoking","Male","CervicalCancer",1
"16404",25,"Smoking","Male","CervicalCancer",1
"16405",30,"Smoking","Male","CervicalCancer",1
"16406",35,"Smoking","Male","CervicalCancer",1
"16407",40,"Smoking","Male","CervicalCancer",1
"16408",45,"Smoking","Male","CervicalCancer",1
"16409",50,"Smoking","Male","CervicalCancer",1
"16410",55,"Smoking","Male","CervicalCancer",1
"16411",60,"Smoking","Male","CervicalCancer",1
"16412",65,"Smoking","Male","CervicalCancer",1
"16413",70,"Smoking","Male","CervicalCancer",1
"16414",75,"Smoking","Male","CervicalCancer",1
"16415",80,"Smoking","Male","CervicalCancer",1
"16416",85,"Smoking","Male","CervicalCancer",1
"16417",0,"Smoking","Male","ChronicLiverDisease",1
"16418",15,"Smoking","Male","ChronicLiverDisease",1
"16419",20,"Smoking","Male","ChronicLiverDisease",1
"16420",25,"Smoking","Male","ChronicLiverDisease",1
"16421",30,"Smoking","Male","ChronicLiverDisease",1
"16422",35,"Smoking","Male","ChronicLiverDisease",1
"16423",40,"Smoking","Male","ChronicLiverDisease",1
"16424",45,"Smoking","Male","ChronicLiverDisease",1
"16425",50,"Smoking","Male","ChronicLiverDisease",1
"16426",55,"Smoking","Male","ChronicLiverDisease",1
"16427",60,"Smoking","Male","ChronicLiverDisease",1
"16428",65,"Smoking","Male","ChronicLiverDisease",1
"16429",70,"Smoking","Male","ChronicLiverDisease",1
"16430",75,"Smoking","Male","ChronicLiverDisease",1
"16431",80,"Smoking","Male","ChronicLiverDisease",1
"16432",85,"Smoking","Male","ChronicLiverDisease",1
"16433",0,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16434",15,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16435",20,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16436",25,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16437",30,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16438",35,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16439",40,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16440",45,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16441",50,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16442",55,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16443",60,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16444",65,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16445",70,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16446",75,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16447",80,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16448",85,"Smoking","Male","ChronicLowerRespiratoryDisease",6.3
"16449",0,"Smoking","Male","ColorectalCancer",1
"16450",15,"Smoking","Male","ColorectalCancer",1
"16451",20,"Smoking","Male","ColorectalCancer",1
"16452",25,"Smoking","Male","ColorectalCancer",1
"16453",30,"Smoking","Male","ColorectalCancer",1
"16454",35,"Smoking","Male","ColorectalCancer",1
"16455",40,"Smoking","Male","ColorectalCancer",1
"16456",45,"Smoking","Male","ColorectalCancer",1
"16457",50,"Smoking","Male","ColorectalCancer",1
"16458",55,"Smoking","Male","ColorectalCancer",1
"16459",60,"Smoking","Male","ColorectalCancer",1
"16460",65,"Smoking","Male","ColorectalCancer",1
"16461",70,"Smoking","Male","ColorectalCancer",1
"16462",75,"Smoking","Male","ColorectalCancer",1
"16463",80,"Smoking","Male","ColorectalCancer",1
"16464",85,"Smoking","Male","ColorectalCancer",1
"16465",0,"Smoking","Male","HeartDiseases",3.05
"16466",15,"Smoking","Male","HeartDiseases",3.05
"16467",20,"Smoking","Male","HeartDiseases",3.05
"16468",25,"Smoking","Male","HeartDiseases",3.05
"16469",30,"Smoking","Male","HeartDiseases",3.05
"16470",35,"Smoking","Male","HeartDiseases",3.05
"16471",40,"Smoking","Male","HeartDiseases",3.05
"16472",45,"Smoking","Male","HeartDiseases",3.05
"16473",50,"Smoking","Male","HeartDiseases",3.05
"16474",55,"Smoking","Male","HeartDiseases",3.05
"16475",60,"Smoking","Male","HeartDiseases",3.05
"16476",65,"Smoking","Male","HeartDiseases",3.05
"16477",70,"Smoking","Male","HeartDiseases",3.05
"16478",75,"Smoking","Male","HeartDiseases",3.05
"16479",80,"Smoking","Male","HeartDiseases",3.05
"16480",85,"Smoking","Male","HeartDiseases",3.05
"16481",0,"Smoking","Male","Hypertension",1.11
"16482",15,"Smoking","Male","Hypertension",1.11
"16483",20,"Smoking","Male","Hypertension",1.11
"16484",25,"Smoking","Male","Hypertension",1.11
"16485",30,"Smoking","Male","Hypertension",1.11
"16486",35,"Smoking","Male","Hypertension",1.11
"16487",40,"Smoking","Male","Hypertension",1.11
"16488",45,"Smoking","Male","Hypertension",1.11
"16489",50,"Smoking","Male","Hypertension",1.11
"16490",55,"Smoking","Male","Hypertension",1.11
"16491",60,"Smoking","Male","Hypertension",1.11
"16492",65,"Smoking","Male","Hypertension",1.11
"16493",70,"Smoking","Male","Hypertension",1.11
"16494",75,"Smoking","Male","Hypertension",1.11
"16495",80,"Smoking","Male","Hypertension",1.11
"16496",85,"Smoking","Male","Hypertension",1.11
"16497",0,"Smoking","Male","InfluenzaPneumonia",1
"16498",15,"Smoking","Male","InfluenzaPneumonia",1
"16499",20,"Smoking","Male","InfluenzaPneumonia",1
"16500",25,"Smoking","Male","InfluenzaPneumonia",1
"16501",30,"Smoking","Male","InfluenzaPneumonia",1
"16502",35,"Smoking","Male","InfluenzaPneumonia",1
"16503",40,"Smoking","Male","InfluenzaPneumonia",1
"16504",45,"Smoking","Male","InfluenzaPneumonia",1
"16505",50,"Smoking","Male","InfluenzaPneumonia",1
"16506",55,"Smoking","Male","InfluenzaPneumonia",1
"16507",60,"Smoking","Male","InfluenzaPneumonia",1
"16508",65,"Smoking","Male","InfluenzaPneumonia",1
"16509",70,"Smoking","Male","InfluenzaPneumonia",1
"16510",75,"Smoking","Male","InfluenzaPneumonia",1
"16511",80,"Smoking","Male","InfluenzaPneumonia",1
"16512",85,"Smoking","Male","InfluenzaPneumonia",1
"16513",0,"Smoking","Male","LungCancer",25.1
"16514",15,"Smoking","Male","LungCancer",25.1
"16515",20,"Smoking","Male","LungCancer",25.1
"16516",25,"Smoking","Male","LungCancer",25.1
"16517",30,"Smoking","Male","LungCancer",25.1
"16518",35,"Smoking","Male","LungCancer",25.1
"16519",40,"Smoking","Male","LungCancer",25.1
"16520",45,"Smoking","Male","LungCancer",25.1
"16521",50,"Smoking","Male","LungCancer",25.1
"16522",55,"Smoking","Male","LungCancer",25.1
"16523",60,"Smoking","Male","LungCancer",25.1
"16524",65,"Smoking","Male","LungCancer",25.1
"16525",70,"Smoking","Male","LungCancer",25.1
"16526",75,"Smoking","Male","LungCancer",25.1
"16527",80,"Smoking","Male","LungCancer",25.1
"16528",85,"Smoking","Male","LungCancer",25.1
"16529",0,"Smoking","Male","MaternalMortality",1
"16530",15,"Smoking","Male","MaternalMortality",1
"16531",20,"Smoking","Male","MaternalMortality",1
"16532",25,"Smoking","Male","MaternalMortality",1
"16533",30,"Smoking","Male","MaternalMortality",1
"16534",35,"Smoking","Male","MaternalMortality",1
"16535",40,"Smoking","Male","MaternalMortality",1
"16536",45,"Smoking","Male","MaternalMortality",1
"16537",50,"Smoking","Male","MaternalMortality",1
"16538",55,"Smoking","Male","MaternalMortality",1
"16539",60,"Smoking","Male","MaternalMortality",1
"16540",65,"Smoking","Male","MaternalMortality",1
"16541",70,"Smoking","Male","MaternalMortality",1
"16542",75,"Smoking","Male","MaternalMortality",1
"16543",80,"Smoking","Male","MaternalMortality",1
"16544",85,"Smoking","Male","MaternalMortality",1
"16545",0,"Smoking","Male","OtherCancer",1.46461
"16546",15,"Smoking","Male","OtherCancer",1.46461
"16547",20,"Smoking","Male","OtherCancer",1.46461
"16548",25,"Smoking","Male","OtherCancer",1.46461
"16549",30,"Smoking","Male","OtherCancer",1.46461
"16550",35,"Smoking","Male","OtherCancer",1.46461
"16551",40,"Smoking","Male","OtherCancer",1.46461
"16552",45,"Smoking","Male","OtherCancer",1.46461
"16553",50,"Smoking","Male","OtherCancer",1.46461
"16554",55,"Smoking","Male","OtherCancer",1.46461
"16555",60,"Smoking","Male","OtherCancer",1.46461
"16556",65,"Smoking","Male","OtherCancer",1.46461
"16557",70,"Smoking","Male","OtherCancer",1.46461
"16558",75,"Smoking","Male","OtherCancer",1.46461
"16559",80,"Smoking","Male","OtherCancer",1.46461
"16560",85,"Smoking","Male","OtherCancer",1.46461
"16561",0,"Smoking","Male","Overdose",1
"16562",15,"Smoking","Male","Overdose",1
"16563",20,"Smoking","Male","Overdose",1
"16564",25,"Smoking","Male","Overdose",1
"16565",30,"Smoking","Male","Overdose",1
"16566",35,"Smoking","Male","Overdose",1
"16567",40,"Smoking","Male","Overdose",1
"16568",45,"Smoking","Male","Overdose",1
"16569",50,"Smoking","Male","Overdose",1
"16570",55,"Smoking","Male","Overdose",1
"16571",60,"Smoking","Male","Overdose",1
"16572",65,"Smoking","Male","Overdose",1
"16573",70,"Smoking","Male","Overdose",1
"16574",75,"Smoking","Male","Overdose",1
"16575",80,"Smoking","Male","Overdose",1
"16576",85,"Smoking","Male","Overdose",1
"16577",0,"Smoking","Male","Parkinsons",1
"16578",15,"Smoking","Male","Parkinsons",1
"16579",20,"Smoking","Male","Parkinsons",1
"16580",25,"Smoking","Male","Parkinsons",1
"16581",30,"Smoking","Male","Parkinsons",1
"16582",35,"Smoking","Male","Parkinsons",1
"16583",40,"Smoking","Male","Parkinsons",1
"16584",45,"Smoking","Male","Parkinsons",1
"16585",50,"Smoking","Male","Parkinsons",1
"16586",55,"Smoking","Male","Parkinsons",1
"16587",60,"Smoking","Male","Parkinsons",1
"16588",65,"Smoking","Male","Parkinsons",1
"16589",70,"Smoking","Male","Parkinsons",1
"16590",75,"Smoking","Male","Parkinsons",1
"16591",80,"Smoking","Male","Parkinsons",1
"16592",85,"Smoking","Male","Parkinsons",1
"16593",0,"Smoking","Male","ProstateCancer",1
"16594",15,"Smoking","Male","ProstateCancer",1
"16595",20,"Smoking","Male","ProstateCancer",1
"16596",25,"Smoking","Male","ProstateCancer",1
"16597",30,"Smoking","Male","ProstateCancer",1
"16598",35,"Smoking","Male","ProstateCancer",1
"16599",40,"Smoking","Male","ProstateCancer",1
"16600",45,"Smoking","Male","ProstateCancer",1
"16601",50,"Smoking","Male","ProstateCancer",1
"16602",55,"Smoking","Male","ProstateCancer",1
"16603",60,"Smoking","Male","ProstateCancer",1
"16604",65,"Smoking","Male","ProstateCancer",1
"16605",70,"Smoking","Male","ProstateCancer",1
"16606",75,"Smoking","Male","ProstateCancer",1
"16607",80,"Smoking","Male","ProstateCancer",1
"16608",85,"Smoking","Male","ProstateCancer",1
"16609",0,"Smoking","Male","Suicide",1
"16610",15,"Smoking","Male","Suicide",1
"16611",20,"Smoking","Male","Suicide",1
"16612",25,"Smoking","Male","Suicide",1
"16613",30,"Smoking","Male","Suicide",1
"16614",35,"Smoking","Male","Suicide",1
"16615",40,"Smoking","Male","Suicide",1
"16616",45,"Smoking","Male","Suicide",1
"16617",50,"Smoking","Male","Suicide",1
"16618",55,"Smoking","Male","Suicide",1
"16619",60,"Smoking","Male","Suicide",1
"16620",65,"Smoking","Male","Suicide",1
"16621",70,"Smoking","Male","Suicide",1
"16622",75,"Smoking","Male","Suicide",1
"16623",80,"Smoking","Male","Suicide",1
"16624",85,"Smoking","Male","Suicide",1
"16625",0,"Smoking","Male","Type2Diabetes",1.44
"16626",15,"Smoking","Male","Type2Diabetes",1.44
"16627",20,"Smoking","Male","Type2Diabetes",1.44
"16628",25,"Smoking","Male","Type2Diabetes",1.44
"16629",30,"Smoking","Male","Type2Diabetes",1.44
"16630",35,"Smoking","Male","Type2Diabetes",1.44
"16631",40,"Smoking","Male","Type2Diabetes",1.44
"16632",45,"Smoking","Male","Type2Diabetes",1.44
"16633",50,"Smoking","Male","Type2Diabetes",1.44
"16634",55,"Smoking","Male","Type2Diabetes",1.44
"16635",60,"Smoking","Male","Type2Diabetes",1.44
"16636",65,"Smoking","Male","Type2Diabetes",1.44
"16637",70,"Smoking","Male","Type2Diabetes",1.44
"16638",75,"Smoking","Male","Type2Diabetes",1.44
"16639",80,"Smoking","Male","Type2Diabetes",1.44
"16640",85,"Smoking","Male","Type2Diabetes",1.44
"16641",0,"StimulantMisuse","Female","Accident",1
"16642",15,"StimulantMisuse","Female","Accident",1
"16643",20,"StimulantMisuse","Female","Accident",1
"16644",25,"StimulantMisuse","Female","Accident",1
"16645",30,"StimulantMisuse","Female","Accident",1
"16646",35,"StimulantMisuse","Female","Accident",1
"16647",40,"StimulantMisuse","Female","Accident",1
"16648",45,"StimulantMisuse","Female","Accident",1
"16649",50,"StimulantMisuse","Female","Accident",1
"16650",55,"StimulantMisuse","Female","Accident",1
"16651",60,"StimulantMisuse","Female","Accident",1
"16652",65,"StimulantMisuse","Female","Accident",1
"16653",70,"StimulantMisuse","Female","Accident",1
"16654",75,"StimulantMisuse","Female","Accident",1
"16655",80,"StimulantMisuse","Female","Accident",1
"16656",85,"StimulantMisuse","Female","Accident",1
"16657",0,"StimulantMisuse","Female","Alzheimers",1
"16658",15,"StimulantMisuse","Female","Alzheimers",1
"16659",20,"StimulantMisuse","Female","Alzheimers",1
"16660",25,"StimulantMisuse","Female","Alzheimers",1
"16661",30,"StimulantMisuse","Female","Alzheimers",1
"16662",35,"StimulantMisuse","Female","Alzheimers",1
"16663",40,"StimulantMisuse","Female","Alzheimers",1
"16664",45,"StimulantMisuse","Female","Alzheimers",1
"16665",50,"StimulantMisuse","Female","Alzheimers",1
"16666",55,"StimulantMisuse","Female","Alzheimers",1
"16667",60,"StimulantMisuse","Female","Alzheimers",1
"16668",65,"StimulantMisuse","Female","Alzheimers",1
"16669",70,"StimulantMisuse","Female","Alzheimers",1
"16670",75,"StimulantMisuse","Female","Alzheimers",1
"16671",80,"StimulantMisuse","Female","Alzheimers",1
"16672",85,"StimulantMisuse","Female","Alzheimers",1
"16673",0,"StimulantMisuse","Female","Assault",1
"16674",15,"StimulantMisuse","Female","Assault",1
"16675",20,"StimulantMisuse","Female","Assault",1
"16676",25,"StimulantMisuse","Female","Assault",1
"16677",30,"StimulantMisuse","Female","Assault",1
"16678",35,"StimulantMisuse","Female","Assault",1
"16679",40,"StimulantMisuse","Female","Assault",1
"16680",45,"StimulantMisuse","Female","Assault",1
"16681",50,"StimulantMisuse","Female","Assault",1
"16682",55,"StimulantMisuse","Female","Assault",1
"16683",60,"StimulantMisuse","Female","Assault",1
"16684",65,"StimulantMisuse","Female","Assault",1
"16685",70,"StimulantMisuse","Female","Assault",1
"16686",75,"StimulantMisuse","Female","Assault",1
"16687",80,"StimulantMisuse","Female","Assault",1
"16688",85,"StimulantMisuse","Female","Assault",1
"16689",0,"StimulantMisuse","Female","BreastCancer",NA
"16690",15,"StimulantMisuse","Female","BreastCancer",NA
"16691",20,"StimulantMisuse","Female","BreastCancer",NA
"16692",25,"StimulantMisuse","Female","BreastCancer",NA
"16693",30,"StimulantMisuse","Female","BreastCancer",NA
"16694",35,"StimulantMisuse","Female","BreastCancer",NA
"16695",40,"StimulantMisuse","Female","BreastCancer",NA
"16696",45,"StimulantMisuse","Female","BreastCancer",NA
"16697",50,"StimulantMisuse","Female","BreastCancer",NA
"16698",55,"StimulantMisuse","Female","BreastCancer",NA
"16699",60,"StimulantMisuse","Female","BreastCancer",NA
"16700",65,"StimulantMisuse","Female","BreastCancer",NA
"16701",70,"StimulantMisuse","Female","BreastCancer",NA
"16702",75,"StimulantMisuse","Female","BreastCancer",NA
"16703",80,"StimulantMisuse","Female","BreastCancer",NA
"16704",85,"StimulantMisuse","Female","BreastCancer",NA
"16705",0,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16706",15,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16707",20,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16708",25,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16709",30,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16710",35,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16711",40,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16712",45,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16713",50,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16714",55,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16715",60,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16716",65,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16717",70,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16718",75,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16719",80,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16720",85,"StimulantMisuse","Female","CerebrovascularDisease",1.6
"16721",0,"StimulantMisuse","Female","CervicalCancer",NA
"16722",15,"StimulantMisuse","Female","CervicalCancer",NA
"16723",20,"StimulantMisuse","Female","CervicalCancer",NA
"16724",25,"StimulantMisuse","Female","CervicalCancer",NA
"16725",30,"StimulantMisuse","Female","CervicalCancer",NA
"16726",35,"StimulantMisuse","Female","CervicalCancer",NA
"16727",40,"StimulantMisuse","Female","CervicalCancer",NA
"16728",45,"StimulantMisuse","Female","CervicalCancer",NA
"16729",50,"StimulantMisuse","Female","CervicalCancer",NA
"16730",55,"StimulantMisuse","Female","CervicalCancer",NA
"16731",60,"StimulantMisuse","Female","CervicalCancer",NA
"16732",65,"StimulantMisuse","Female","CervicalCancer",NA
"16733",70,"StimulantMisuse","Female","CervicalCancer",NA
"16734",75,"StimulantMisuse","Female","CervicalCancer",NA
"16735",80,"StimulantMisuse","Female","CervicalCancer",NA
"16736",85,"StimulantMisuse","Female","CervicalCancer",NA
"16737",0,"StimulantMisuse","Female","ChronicLiverDisease",1
"16738",15,"StimulantMisuse","Female","ChronicLiverDisease",1
"16739",20,"StimulantMisuse","Female","ChronicLiverDisease",1
"16740",25,"StimulantMisuse","Female","ChronicLiverDisease",1
"16741",30,"StimulantMisuse","Female","ChronicLiverDisease",1
"16742",35,"StimulantMisuse","Female","ChronicLiverDisease",1
"16743",40,"StimulantMisuse","Female","ChronicLiverDisease",1
"16744",45,"StimulantMisuse","Female","ChronicLiverDisease",1
"16745",50,"StimulantMisuse","Female","ChronicLiverDisease",1
"16746",55,"StimulantMisuse","Female","ChronicLiverDisease",1
"16747",60,"StimulantMisuse","Female","ChronicLiverDisease",1
"16748",65,"StimulantMisuse","Female","ChronicLiverDisease",1
"16749",70,"StimulantMisuse","Female","ChronicLiverDisease",1
"16750",75,"StimulantMisuse","Female","ChronicLiverDisease",1
"16751",80,"StimulantMisuse","Female","ChronicLiverDisease",1
"16752",85,"StimulantMisuse","Female","ChronicLiverDisease",1
"16753",0,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16754",15,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16755",20,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16756",25,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16757",30,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16758",35,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16759",40,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16760",45,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16761",50,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16762",55,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16763",60,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16764",65,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16765",70,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16766",75,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16767",80,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16768",85,"StimulantMisuse","Female","ChronicLowerRespiratoryDisease",1
"16769",0,"StimulantMisuse","Female","ColorectalCancer",NA
"16770",15,"StimulantMisuse","Female","ColorectalCancer",NA
"16771",20,"StimulantMisuse","Female","ColorectalCancer",NA
"16772",25,"StimulantMisuse","Female","ColorectalCancer",NA
"16773",30,"StimulantMisuse","Female","ColorectalCancer",NA
"16774",35,"StimulantMisuse","Female","ColorectalCancer",NA
"16775",40,"StimulantMisuse","Female","ColorectalCancer",NA
"16776",45,"StimulantMisuse","Female","ColorectalCancer",NA
"16777",50,"StimulantMisuse","Female","ColorectalCancer",NA
"16778",55,"StimulantMisuse","Female","ColorectalCancer",NA
"16779",60,"StimulantMisuse","Female","ColorectalCancer",NA
"16780",65,"StimulantMisuse","Female","ColorectalCancer",NA
"16781",70,"StimulantMisuse","Female","ColorectalCancer",NA
"16782",75,"StimulantMisuse","Female","ColorectalCancer",NA
"16783",80,"StimulantMisuse","Female","ColorectalCancer",NA
"16784",85,"StimulantMisuse","Female","ColorectalCancer",NA
"16785",0,"StimulantMisuse","Female","HeartDiseases",1
"16786",15,"StimulantMisuse","Female","HeartDiseases",1
"16787",20,"StimulantMisuse","Female","HeartDiseases",1
"16788",25,"StimulantMisuse","Female","HeartDiseases",1
"16789",30,"StimulantMisuse","Female","HeartDiseases",1
"16790",35,"StimulantMisuse","Female","HeartDiseases",1
"16791",40,"StimulantMisuse","Female","HeartDiseases",1
"16792",45,"StimulantMisuse","Female","HeartDiseases",1
"16793",50,"StimulantMisuse","Female","HeartDiseases",1
"16794",55,"StimulantMisuse","Female","HeartDiseases",1
"16795",60,"StimulantMisuse","Female","HeartDiseases",1
"16796",65,"StimulantMisuse","Female","HeartDiseases",1
"16797",70,"StimulantMisuse","Female","HeartDiseases",1
"16798",75,"StimulantMisuse","Female","HeartDiseases",1
"16799",80,"StimulantMisuse","Female","HeartDiseases",1
"16800",85,"StimulantMisuse","Female","HeartDiseases",1
"16801",0,"StimulantMisuse","Female","Hypertension",1
"16802",15,"StimulantMisuse","Female","Hypertension",1
"16803",20,"StimulantMisuse","Female","Hypertension",1
"16804",25,"StimulantMisuse","Female","Hypertension",1
"16805",30,"StimulantMisuse","Female","Hypertension",1
"16806",35,"StimulantMisuse","Female","Hypertension",1
"16807",40,"StimulantMisuse","Female","Hypertension",1
"16808",45,"StimulantMisuse","Female","Hypertension",1
"16809",50,"StimulantMisuse","Female","Hypertension",1
"16810",55,"StimulantMisuse","Female","Hypertension",1
"16811",60,"StimulantMisuse","Female","Hypertension",1
"16812",65,"StimulantMisuse","Female","Hypertension",1
"16813",70,"StimulantMisuse","Female","Hypertension",1
"16814",75,"StimulantMisuse","Female","Hypertension",1
"16815",80,"StimulantMisuse","Female","Hypertension",1
"16816",85,"StimulantMisuse","Female","Hypertension",1
"16817",0,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16818",15,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16819",20,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16820",25,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16821",30,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16822",35,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16823",40,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16824",45,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16825",50,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16826",55,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16827",60,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16828",65,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16829",70,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16830",75,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16831",80,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16832",85,"StimulantMisuse","Female","InfluenzaPneumonia",1
"16833",0,"StimulantMisuse","Female","LungCancer",NA
"16834",15,"StimulantMisuse","Female","LungCancer",NA
"16835",20,"StimulantMisuse","Female","LungCancer",NA
"16836",25,"StimulantMisuse","Female","LungCancer",NA
"16837",30,"StimulantMisuse","Female","LungCancer",NA
"16838",35,"StimulantMisuse","Female","LungCancer",NA
"16839",40,"StimulantMisuse","Female","LungCancer",NA
"16840",45,"StimulantMisuse","Female","LungCancer",NA
"16841",50,"StimulantMisuse","Female","LungCancer",NA
"16842",55,"StimulantMisuse","Female","LungCancer",NA
"16843",60,"StimulantMisuse","Female","LungCancer",NA
"16844",65,"StimulantMisuse","Female","LungCancer",NA
"16845",70,"StimulantMisuse","Female","LungCancer",NA
